Mass-to-Charge,Count
38.5027,5
38.5227,3
38.5427,4
38.5627,4
38.5827,7
38.6027,7
38.6227,4
38.6427,5
38.6627,0
38.6827,3
38.7027,1
38.7227,5
38.7427,3
38.7627,5
38.7827,9
38.8027,0
38.8227,2
38.8427,4
38.8627,10
38.8827,4
38.9027,1
38.9227,2
38.9427,12
38.9627,14
38.9827,9
39.0027,9
39.0227,5
39.0427,3
39.0627,3
39.0827,6
39.1027,6
39.1227,1
39.1427,3
39.1627,3
39.1827,3
39.2027,2
39.2227,4
39.2427,2
39.2627,6
39.2827,2
39.3027,5
39.3227,3
39.3427,2
39.3627,7
39.3827,4
39.4027,3
39.4227,5
39.4427,4
39.4627,1
39.4827,2
39.5027,6
39.5227,2
39.5427,4
39.5627,2
39.5827,4
39.6027,2
39.6227,0
39.6427,8
39.6627,3
39.6827,2
39.7027,2
39.7227,5
39.7427,3
39.7627,4
39.7827,4
39.8027,4
39.8227,3
39.8427,2
39.8627,1
39.8827,2
39.9027,8
39.9227,2
39.9427,12
39.9627,16
39.9827,22
40.0027,10
40.0227,12
40.0427,5
40.0627,4
40.0827,3
40.1027,5
40.1227,2
40.1427,4
40.1627,8
40.1827,0
40.2027,5
40.2227,5
40.2427,3
40.2627,3
40.2827,3
40.3027,1
40.3227,1
40.3427,3
40.3627,1
40.3827,1
40.4027,8
40.4227,2
40.4427,3
40.4627,5
40.4827,7
40.5027,5
40.5227,4
40.5427,3
40.5627,2
40.5827,1
40.6027,6
40.6227,4
40.6427,5
40.6627,1
40.6827,4
40.7027,3
40.7227,4
40.7427,1
40.7627,4
40.7827,10
40.8027,4
40.8227,7
40.8427,3
40.8627,3
40.8827,0
40.9027,3
40.9227,9
40.9427,4
40.9627,5
40.9827,3
41.0027,3
41.0227,5
41.0427,5
41.0627,3
41.0827,4
41.1027,3
41.1227,1
41.1427,8
41.1627,4
41.1827,2
41.2027,3
41.2227,1
41.2427,2
41.2627,2
41.2827,4
41.3027,2
41.3227,6
41.3427,2
41.3627,1
41.3827,2
41.4027,1
41.4227,6
41.4427,2
41.4627,3
41.4827,2
41.5027,3
41.5227,3
41.5427,1
41.5627,5
41.5827,6
41.6027,3
41.6227,6
41.6427,2
41.6627,3
41.6827,1
41.7027,8
41.7227,11
41.7427,3
41.7627,2
41.7827,4
41.8027,5
41.8227,2
41.8427,0
41.8627,3
41.8827,8
41.9027,5
41.9227,6
41.9427,13
41.9627,30
41.9827,44
42.0027,24
42.0227,11
42.0427,5
42.0627,5
42.0827,5
42.1027,2
42.1227,5
42.1427,5
42.1627,2
42.1827,5
42.2027,1
42.2227,3
42.2427,3
42.2627,4
42.2827,4
42.3027,3
42.3227,4
42.3427,6
42.3627,1
42.3827,5
42.4027,9
42.4227,4
42.4427,7
42.4627,6
42.4827,10
42.5027,5
42.5227,9
42.5427,3
42.5627,3
42.5827,5
42.6027,4
42.6227,4
42.6427,6
42.6627,4
42.6827,2
42.7027,5
42.7227,4
42.7427,2
42.7627,3
42.7827,3
42.8027,2
42.8227,5
42.8427,5
42.8627,3
42.8827,2
42.9027,16
42.9227,68
42.9427,188
42.9627,329
42.9827,184
43.0027,103
43.0227,46
43.0427,23
43.0627,15
43.0827,8
43.1027,6
43.1227,11
43.1427,15
43.1627,8
43.1827,4
43.2027,3
43.2227,6
43.2427,5
43.2627,2
43.2827,3
43.3027,5
43.3227,6
43.3427,5
43.3627,1
43.3827,4
43.4027,5
43.4227,2
43.4427,4
43.4627,9
43.4827,3
43.5027,12
43.5227,3
43.5427,4
43.5627,8
43.5827,4
43.6027,3
43.6227,5
43.6427,5
43.6627,3
43.6827,5
43.7027,4
43.7227,5
43.7427,2
43.7627,2
43.7827,8
43.8027,1
43.8227,4
43.8427,0
43.8627,2
43.8827,7
43.9027,4
43.9227,11
43.9427,15
43.9627,28
43.9827,50
44.0027,22
44.0227,12
44.0427,9
44.0627,11
44.0827,6
44.1027,4
44.1227,1
44.1427,6
44.1627,3
44.1827,8
44.2027,5
44.2227,8
44.2427,9
44.2627,3
44.2827,5
44.3027,1
44.3227,3
44.3427,3
44.3627,3
44.3827,3
44.4027,3
44.4227,4
44.4427,5
44.4627,5
44.4827,4
44.5027,5
44.5227,3
44.5427,2
44.5627,3
44.5827,3
44.6027,5
44.6227,4
44.6427,5
44.6627,6
44.6827,6
44.7027,3
44.7227,4
44.7427,2
44.7627,2
44.7827,3
44.8027,2
44.8227,2
44.8427,9
44.8627,4
44.8827,4
44.9027,1
44.9227,4
44.9427,8
44.9627,6
44.9827,6
45.0027,16
45.0227,2
45.0427,3
45.0627,3
45.0827,5
45.1027,3
45.1227,2
45.1427,1
45.1627,4
45.1827,6
45.2027,3
45.2227,3
45.2427,3
45.2627,4
45.2827,3
45.3027,0
45.3227,2
45.3427,3
45.3627,2
45.3827,4
45.4027,2
45.4227,3
45.4427,4
45.4627,3
45.4827,8
45.5027,1
45.5227,2
45.5427,3
45.5627,4
45.5827,6
45.6027,4
45.6227,2
45.6427,5
45.6627,3
45.6827,2
45.7027,3
45.7227,1
45.7427,2
45.7627,3
45.7827,3
45.8027,4
45.8227,7
45.8427,5
45.8627,2
45.8827,7
45.9027,4
45.9227,3
45.9427,2
45.9627,7
45.9827,7
46.0027,3
46.0227,6
46.0427,4
46.0627,6
46.0827,1
46.1027,0
46.1227,5
46.1427,3
46.1627,2
46.1827,2
46.2027,3
46.2227,2
46.2427,2
46.2627,3
46.2827,4
46.3027,3
46.3227,1
46.3427,6
46.3627,4
46.3827,4
46.4027,0
46.4227,3
46.4427,6
46.4627,3
46.4827,5
46.5027,2
46.5227,2
46.5427,6
46.5627,3
46.5827,4
46.6027,3
46.6227,1
46.6427,2
46.6627,6
46.6827,1
46.7027,3
46.7227,2
46.7427,1
46.7627,3
46.7827,1
46.8027,4
46.8227,2
46.8427,4
46.8627,5
46.8827,4
46.9027,2
46.9227,1
46.9427,5
46.9627,6
46.9827,2
47.0027,4
47.0227,1
47.0427,4
47.0627,1
47.0827,5
47.1027,3
47.1227,5
47.1427,5
47.1627,7
47.1827,0
47.2027,0
47.2227,5
47.2427,1
47.2627,2
47.2827,3
47.3027,2
47.3227,3
47.3427,1
47.3627,2
47.3827,5
47.4027,4
47.4227,5
47.4427,4
47.4627,2
47.4827,4
47.5027,4
47.5227,1
47.5427,1
47.5627,5
47.5827,4
47.6027,2
47.6227,5
47.6427,2
47.6627,2
47.6827,1
47.7027,4
47.7227,3
47.7427,3
47.7627,2
47.7827,6
47.8027,3
47.8227,3
47.8427,0
47.8627,1
47.8827,2
47.9027,9
47.9227,45
47.9427,214
47.9627,625
47.9827,951
48.0027,839
48.0227,472
48.0427,260
48.0627,125
48.0827,70
48.1027,43
48.1227,34
48.1427,38
48.1627,25
48.1827,21
48.2027,20
48.2227,18
48.2427,15
48.2627,17
48.2827,16
48.3027,10
48.3227,11
48.3427,19
48.3627,19
48.3827,16
48.4027,16
48.4227,17
48.4427,11
48.4627,23
48.4827,18
48.5027,6
48.5227,8
48.5427,9
48.5627,10
48.5827,7
48.6027,12
48.6227,9
48.6427,9
48.6627,4
48.6827,6
48.7027,3
48.7227,5
48.7427,6
48.7627,4
48.7827,2
48.8027,4
48.8227,2
48.8427,2
48.8627,2
48.8827,2
48.9027,1
48.9227,5
48.9427,18
48.9627,22
48.9827,47
49.0027,41
49.0227,36
49.0427,23
49.0627,12
49.0827,9
49.1027,9
49.1227,6
49.1427,5
49.1627,6
49.1827,5
49.2027,5
49.2227,4
49.2427,3
49.2627,7
49.2827,2
49.3027,5
49.3227,4
49.3427,1
49.3627,1
49.3827,1
49.4027,2
49.4227,3
49.4427,7
49.4627,4
49.4827,3
49.5027,3
49.5227,4
49.5427,4
49.5627,1
49.5827,1
49.6027,1
49.6227,5
49.6427,1
49.6627,3
49.6827,2
49.7027,3
49.7227,2
49.7427,4
49.7627,0
49.7827,6
49.8027,2
49.8227,2
49.8427,3
49.8627,6
49.8827,35
49.9027,126
49.9227,441
49.9427,641
49.9627,452
49.9827,186
50.0027,89
50.0227,49
50.0427,19
50.0627,11
50.0827,6
50.1027,7
50.1227,9
50.1427,5
50.1627,2
50.1827,1
50.2027,13
50.2227,5
50.2427,3
50.2627,4
50.2827,4
50.3027,2
50.3227,1
50.3427,4
50.3627,4
50.3827,5
50.4027,3
50.4227,3
50.4427,6
50.4627,2
50.4827,4
50.5027,5
50.5227,1
50.5427,3
50.5627,2
50.5827,2
50.6027,3
50.6227,5
50.6427,6
50.6627,3
50.6827,2
50.7027,6
50.7227,2
50.7427,7
50.7627,1
50.7827,3
50.8027,2
50.8227,6
50.8427,2
50.8627,2
50.8827,4
50.9027,3
50.9227,13
50.9427,24
50.9627,19
50.9827,20
51.0027,8
51.0227,12
51.0427,3
51.0627,5
51.0827,5
51.1027,3
51.1227,4
51.1427,3
51.1627,6
51.1827,1
51.2027,3
51.2227,6
51.2427,5
51.2627,4
51.2827,3
51.3027,2
51.3227,3
51.3427,6
51.3627,3
51.3827,2
51.4027,4
51.4227,3
51.4427,9
51.4627,9
51.4827,6
51.5027,5
51.5227,4
51.5427,3
51.5627,5
51.5827,3
51.6027,2
51.6227,3
51.6427,3
51.6627,2
51.6827,6
51.7027,3
51.7227,4
51.7427,5
51.7627,1
51.7827,5
51.8027,5
51.8227,11
51.8427,27
51.8627,181
51.8827,936
51.9027,3809
51.9227,9419
51.9427,10782
51.9627,6495
51.9827,2748
52.0027,1213
52.0227,562
52.0427,272
52.0627,152
52.0827,105
52.1027,83
52.1227,49
52.1427,57
52.1627,40
52.1827,32
52.2027,23
52.2227,19
52.2427,14
52.2627,19
52.2827,29
52.3027,14
52.3227,13
52.3427,19
52.3627,13
52.3827,9
52.4027,10
52.4227,10
52.4427,11
52.4627,9
52.4827,16
52.5027,19
52.5227,5
52.5427,10
52.5627,11
52.5827,9
52.6027,5
52.6227,10
52.6427,10
52.6627,3
52.6827,3
52.7027,7
52.7227,10
52.7427,12
52.7627,5
52.7827,6
52.8027,9
52.8227,4
52.8427,6
52.8627,24
52.8827,117
52.9027,470
52.9227,997
52.9427,1288
52.9627,760
52.9827,337
53.0027,170
53.0227,67
53.0427,42
53.0627,17
53.0827,22
53.1027,10
53.1227,11
53.1427,10
53.1627,7
53.1827,16
53.2027,11
53.2227,8
53.2427,8
53.2627,6
53.2827,5
53.3027,10
53.3227,11
53.3427,8
53.3627,6
53.3827,2
53.4027,8
53.4227,7
53.4427,6
53.4627,3
53.4827,5
53.5027,4
53.5227,7
53.5427,6
53.5627,14
53.5827,3
53.6027,4
53.6227,6
53.6427,3
53.6627,3
53.6827,3
53.7027,6
53.7227,4
53.7427,7
53.7627,4
53.7827,5
53.8027,3
53.8227,3
53.8427,4
53.8627,12
53.8827,38
53.9027,123
53.9227,268
53.9427,285
53.9627,171
53.9827,93
54.0027,39
54.0227,25
54.0427,12
54.0627,8
54.0827,6
54.1027,6
54.1227,1
54.1427,5
54.1627,3
54.1827,2
54.2027,2
54.2227,3
54.2427,4
54.2627,4
54.2827,3
54.3027,2
54.3227,6
54.3427,5
54.3627,6
54.3827,4
54.4027,6
54.4227,5
54.4427,2
54.4627,1
54.4827,4
54.5027,4
54.5227,4
54.5427,6
54.5627,0
54.5827,5
54.6027,4
54.6227,3
54.6427,2
54.6627,3
54.6827,7
54.7027,5
54.7227,8
54.7427,6
54.7627,6
54.7827,2
54.8027,2
54.8227,4
54.8427,6
54.8627,3
54.8827,9
54.9027,27
54.9227,44
54.9427,56
54.9627,40
54.9827,17
55.0027,14
55.0227,8
55.0427,6
55.0627,9
55.0827,4
55.1027,4
55.1227,7
55.1427,4
55.1627,1
55.1827,3
55.2027,2
55.2227,3
55.2427,1
55.2627,5
55.2827,6
55.3027,5
55.3227,3
55.3427,2
55.3627,3
55.3827,6
55.4027,4
55.4227,7
55.4427,3
55.4627,4
55.4827,6
55.5027,2
55.5227,2
55.5427,8
55.5627,5
55.5827,3
55.6027,1
55.6227,4
55.6427,3
55.6627,3
55.6827,3
55.7027,2
55.7227,4
55.7427,3
55.7627,4
55.7827,5
55.8027,5
55.8227,2
55.8427,1
55.8627,1
55.8827,6
55.9027,11
55.9227,14
55.9427,14
55.9627,9
55.9827,10
56.0027,5
56.0227,6
56.0427,2
56.0627,1
56.0827,5
56.1027,5
56.1227,1
56.1427,2
56.1627,2
56.1827,4
56.2027,6
56.2227,7
56.2427,4
56.2627,3
56.2827,3
56.3027,7
56.3227,5
56.3427,2
56.3627,5
56.3827,1
56.4027,1
56.4227,4
56.4427,2
56.4627,3
56.4827,3
56.5027,4
56.5227,2
56.5427,3
56.5627,3
56.5827,3
56.6027,2
56.6227,2
56.6427,3
56.6627,2
56.6827,0
56.7027,2
56.7227,3
56.7427,2
56.7627,2
56.7827,3
56.8027,5
56.8227,1
56.8427,1
56.8627,2
56.8827,3
56.9027,4
56.9227,3
56.9427,1
56.9627,4
56.9827,1
57.0027,2
57.0227,4
57.0427,5
57.0627,4
57.0827,1
57.1027,1
57.1227,3
57.1427,3
57.1627,3
57.1827,4
57.2027,3
57.2227,2
57.2427,4
57.2627,1
57.2827,1
57.3027,5
57.3227,6
57.3427,3
57.3627,2
57.3827,1
57.4027,2
57.4227,4
57.4427,1
57.4627,3
57.4827,5
57.5027,4
57.5227,2
57.5427,4
57.5627,2
57.5827,3
57.6027,3
57.6227,2
57.6427,2
57.6627,5
57.6827,2
57.7027,3
57.7227,2
57.7427,3
57.7627,3
57.7827,6
57.8027,0
57.8227,7
57.8427,3
57.8627,5
57.8827,2
57.9027,1
57.9227,3
57.9427,3
57.9627,5
57.9827,3
58.0027,3
58.0227,3
58.0427,2
58.0627,3
58.0827,1
58.1027,2
58.1227,4
58.1427,6
58.1627,3
58.1827,2
58.2027,4
58.2227,4
58.2427,8
58.2627,3
58.2827,2
58.3027,3
58.3227,3
58.3427,1
58.3627,4
58.3827,2
58.4027,0
58.4227,0
58.4427,4
58.4627,2
58.4827,3
58.5027,7
58.5227,1
58.5427,3
58.5627,7
58.5827,2
58.6027,4
58.6227,2
58.6427,2
58.6627,3
58.6827,4
58.7027,0
58.7227,5
58.7427,2
58.7627,2
58.7827,2
58.8027,2
58.8227,3
58.8427,3
58.8627,2
58.8827,4
58.9027,9
58.9227,12
58.9427,19
58.9627,31
58.9827,23
59.0027,12
59.0227,9
59.0427,2
59.0627,6
59.0827,3
59.1027,4
59.1227,0
59.1427,1
59.1627,2
59.1827,3
59.2027,1
59.2227,3
59.2427,0
59.2627,3
59.2827,4
59.3027,4
59.3227,3
59.3427,4
59.3627,2
59.3827,5
59.4027,2
59.4227,2
59.4427,6
59.4627,3
59.4827,3
59.5027,2
59.5227,1
59.5427,2
59.5627,3
59.5827,6
59.6027,5
59.6227,5
59.6427,1
59.6627,4
59.6827,2
59.7027,1
59.7227,3
59.7427,4
59.7627,1
59.7827,3
59.8027,2
59.8227,2
59.8427,1
59.8627,7
59.8827,5
59.9027,20
59.9227,41
59.9427,101
59.9627,189
59.9827,258
60.0027,237
60.0227,176
60.0427,119
60.0627,73
60.0827,39
60.1027,30
60.1227,15
60.1427,13
60.1627,10
60.1827,7
60.2027,6
60.2227,7
60.2427,7
60.2627,7
60.2827,5
60.3027,4
60.3227,7
60.3427,4
60.3627,2
60.3827,5
60.4027,3
60.4227,1
60.4427,3
60.4627,6
60.4827,2
60.5027,5
60.5227,4
60.5427,1
60.5627,1
60.5827,4
60.6027,6
60.6227,4
60.6427,3
60.6627,2
60.6827,8
60.7027,3
60.7227,4
60.7427,5
60.7627,4
60.7827,4
60.8027,4
60.8227,6
60.8427,4
60.8627,0
60.8827,5
60.9027,7
60.9227,4
60.9427,8
60.9627,17
60.9827,22
61.0027,23
61.0227,10
61.0427,5
61.0627,8
61.0827,6
61.1027,5
61.1227,5
61.1427,4
61.1627,4
61.1827,2
61.2027,2
61.2227,5
61.2427,4
61.2627,5
61.2827,4
61.3027,1
61.3227,1
61.3427,3
61.3627,2
61.3827,1
61.4027,4
61.4227,4
61.4427,2
61.4627,3
61.4827,1
61.5027,3
61.5227,3
61.5427,0
61.5627,2
61.5827,4
61.6027,2
61.6227,1
61.6427,1
61.6627,3
61.6827,2
61.7027,2
61.7227,1
61.7427,5
61.7627,4
61.7827,2
61.8027,5
61.8227,3
61.8427,4
61.8627,5
61.8827,1
61.9027,3
61.9227,7
61.9427,9
61.9627,8
61.9827,7
62.0027,4
62.0227,6
62.0427,4
62.0627,7
62.0827,3
62.1027,4
62.1227,2
62.1427,1
62.1627,0
62.1827,0
62.2027,2
62.2227,0
62.2427,2
62.2627,5
62.2827,0
62.3027,1
62.3227,3
62.3427,1
62.3627,2
62.3827,2
62.4027,6
62.4227,2
62.4427,1
62.4627,1
62.4827,0
62.5027,2
62.5227,3
62.5427,4
62.5627,3
62.5827,0
62.6027,2
62.6227,5
62.6427,3
62.6627,1
62.6827,1
62.7027,6
62.7227,3
62.7427,2
62.7627,2
62.7827,7
62.8027,5
62.8227,3
62.8427,3
62.8627,2
62.8827,6
62.9027,6
62.9227,14
62.9427,11
62.9627,6
62.9827,4
63.0027,6
63.0227,3
63.0427,5
63.0627,2
63.0827,3
63.1027,3
63.1227,1
63.1427,2
63.1627,4
63.1827,2
63.2027,4
63.2227,1
63.2427,2
63.2627,4
63.2827,1
63.3027,3
63.3227,4
63.3427,2
63.3627,2
63.3827,5
63.4027,0
63.4227,4
63.4427,3
63.4627,6
63.4827,0
63.5027,0
63.5227,5
63.5427,3
63.5627,2
63.5827,3
63.6027,2
63.6227,2
63.6427,4
63.6627,2
63.6827,3
63.7027,0
63.7227,1
63.7427,1
63.7627,2
63.7827,3
63.8027,1
63.8227,3
63.8427,6
63.8627,4
63.8827,7
63.9027,19
63.9227,37
63.9427,27
63.9627,21
63.9827,8
64.0027,8
64.0227,7
64.0427,2
64.0627,4
64.0827,3
64.1027,3
64.1227,4
64.1427,3
64.1627,4
64.1827,3
64.2027,0
64.2227,2
64.2427,2
64.2627,4
64.2827,2
64.3027,3
64.3227,1
64.3427,0
64.3627,2
64.3827,0
64.4027,4
64.4227,2
64.4427,2
64.4627,4
64.4827,3
64.5027,4
64.5227,1
64.5427,4
64.5627,4
64.5827,3
64.6027,6
64.6227,7
64.6427,3
64.6627,4
64.6827,3
64.7027,2
64.7227,1
64.7427,3
64.7627,2
64.7827,1
64.8027,2
64.8227,3
64.8427,2
64.8627,2
64.8827,4
64.9027,5
64.9227,9
64.9427,12
64.9627,5
64.9827,3
65.0027,2
65.0227,3
65.0427,5
65.0627,3
65.0827,2
65.1027,2
65.1227,1
65.1427,1
65.1627,2
65.1827,5
65.2027,2
65.2227,2
65.2427,2
65.2627,0
65.2827,3
65.3027,2
65.3227,4
65.3427,6
65.3627,6
65.3827,2
65.4027,4
65.4227,1
65.4427,4
65.4627,2
65.4827,1
65.5027,0
65.5227,1
65.5427,3
65.5627,3
65.5827,2
65.6027,3
65.6227,3
65.6427,1
65.6627,4
65.6827,2
65.7027,3
65.7227,0
65.7427,1
65.7627,5
65.7827,4
65.8027,2
65.8227,5
65.8427,3
65.8627,4
65.8827,4
65.9027,6
65.9227,20
65.9427,3
65.9627,12
65.9827,7
66.0027,4
66.0227,3
66.0427,4
66.0627,5
66.0827,3
66.1027,2
66.1227,3
66.1427,2
66.1627,3
66.1827,5
66.2027,7
66.2227,4
66.2427,4
66.2627,2
66.2827,2
66.3027,4
66.3227,2
66.3427,1
66.3627,3
66.3827,0
66.4027,5
66.4227,0
66.4427,4
66.4627,3
66.4827,0
66.5027,1
66.5227,1
66.5427,4
66.5627,1
66.5827,6
66.6027,2
66.6227,3
66.6427,6
66.6627,3
66.6827,3
66.7027,3
66.7227,5
66.7427,2
66.7627,2
66.7827,4
66.8027,1
66.8227,2
66.8427,4
66.8627,2
66.8827,2
66.9027,2
66.9227,3
66.9427,4
66.9627,3
66.9827,6
67.0027,3
67.0227,2
67.0427,1
67.0627,4
67.0827,1
67.1027,1
67.1227,2
67.1427,4
67.1627,1
67.1827,1
67.2027,4
67.2227,2
67.2427,2
67.2627,0
67.2827,0
67.3027,1
67.3227,4
67.3427,3
67.3627,6
67.3827,0
67.4027,1
67.4227,4
67.4427,2
67.4627,1
67.4827,2
67.5027,1
67.5227,0
67.5427,6
67.5627,3
67.5827,0
67.6027,3
67.6227,1
67.6427,5
67.6627,0
67.6827,0
67.7027,2
67.7227,3
67.7427,2
67.7627,2
67.7827,4
67.8027,2
67.8227,2
67.8427,6
67.8627,7
67.8827,20
67.9027,51
67.9227,33
67.9427,52
67.9627,30
67.9827,34
68.0027,17
68.0227,7
68.0427,5
68.0627,3
68.0827,3
68.1027,3
68.1227,2
68.1427,4
68.1627,3
68.1827,3
68.2027,3
68.2227,0
68.2427,3
68.2627,2
68.2827,2
68.3027,3
68.3227,5
68.3427,4
68.3627,5
68.3827,3
68.4027,2
68.4227,4
68.4427,2
68.4627,3
68.4827,5
68.5027,0
68.5227,2
68.5427,2
68.5627,1
68.5827,1
68.6027,2
68.6227,4
68.6427,1
68.6627,3
68.6827,3
68.7027,1
68.7227,1
68.7427,1
68.7627,2
68.7827,3
68.8027,3
68.8227,4
68.8427,4
68.8627,6
68.8827,15
68.9027,15
68.9227,30
68.9427,33
68.9627,23
68.9827,11
69.0027,11
69.0227,7
69.0427,11
69.0627,5
69.0827,1
69.1027,4
69.1227,5
69.1427,2
69.1627,2
69.1827,2
69.2027,1
69.2227,2
69.2427,4
69.2627,3
69.2827,4
69.3027,4
69.3227,2
69.3427,0
69.3627,2
69.3827,1
69.4027,6
69.4227,2
69.4427,4
69.4627,2
69.4827,2
69.5027,6
69.5227,1
69.5427,2
69.5627,1
69.5827,0
69.6027,1
69.6227,1
69.6427,5
69.6627,2
69.6827,0
69.7027,1
69.7227,5
69.7427,4
69.7627,1
69.7827,2
69.8027,3
69.8227,2
69.8427,3
69.8627,3
69.8827,0
69.9027,4
69.9227,7
69.9427,4
69.9627,5
69.9827,3
70.0027,4
70.0227,6
70.0427,3
70.0627,1
70.0827,3
70.1027,7
70.1227,2
70.1427,1
70.1627,2
70.1827,4
70.2027,2
70.2227,5
70.2427,4
70.2627,4
70.2827,1
70.3027,3
70.3227,5
70.3427,3
70.3627,2
70.3827,2
70.4027,6
70.4227,2
70.4427,0
70.4627,2
70.4827,2
70.5027,2
70.5227,1
70.5427,2
70.5627,2
70.5827,3
70.6027,3
70.6227,3
70.6427,2
70.6627,1
70.6827,1
70.7027,1
70.7227,1
70.7427,3
70.7627,3
70.7827,4
70.8027,1
70.8227,1
70.8427,2
70.8627,3
70.8827,3
70.9027,0
70.9227,4
70.9427,4
70.9627,7
70.9827,4
71.0027,3
71.0227,2
71.0427,1
71.0627,2
71.0827,3
71.1027,5
71.1227,4
71.1427,1
71.1627,0
71.1827,3
71.2027,3
71.2227,0
71.2427,4
71.2627,4
71.2827,4
71.3027,6
71.3227,3
71.3427,2
71.3627,3
71.3827,3
71.4027,3
71.4227,5
71.4427,2
71.4627,1
71.4827,4
71.5027,3
71.5227,3
71.5427,4
71.5627,2
71.5827,4
71.6027,2
71.6227,1
71.6427,2
71.6627,1
71.6827,2
71.7027,4
71.7227,2
71.7427,1
71.7627,3
71.7827,2
71.8027,4
71.8227,4
71.8427,3
71.8627,2
71.8827,4
71.9027,4
71.9227,11
71.9427,13
71.9627,12
71.9827,32
72.0027,47
72.0227,41
72.0427,15
72.0627,18
72.0827,14
72.1027,15
72.1227,14
72.1427,7
72.1627,7
72.1827,2
72.2027,6
72.2227,4
72.2427,1
72.2627,2
72.2827,3
72.3027,5
72.3227,2
72.3427,5
72.3627,3
72.3827,5
72.4027,4
72.4227,2
72.4427,4
72.4627,1
72.4827,2
72.5027,2
72.5227,2
72.5427,1
72.5627,1
72.5827,4
72.6027,6
72.6227,4
72.6427,0
72.6627,2
72.6827,1
72.7027,2
72.7227,3
72.7427,1
72.7627,1
72.7827,1
72.8027,2
72.8227,2
72.8427,2
72.8627,1
72.8827,2
72.9027,2
72.9227,2
72.9427,0
72.9627,3
72.9827,4
73.0027,3
73.0227,3
73.0427,3
73.0627,3
73.0827,4
73.1027,1
73.1227,2
73.1427,3
73.1627,3
73.1827,2
73.2027,4
73.2227,4
73.2427,0
73.2627,1
73.2827,3
73.3027,4
73.3227,3
73.3427,3
73.3627,4
73.3827,2
73.4027,3
73.4227,3
73.4427,1
73.4627,2
73.4827,3
73.5027,2
73.5227,5
73.5427,0
73.5627,7
73.5827,4
73.6027,5
73.6227,2
73.6427,1
73.6627,3
73.6827,1
73.7027,1
73.7227,3
73.7427,2
73.7627,0
73.7827,6
73.8027,1
73.8227,3
73.8427,4
73.8627,3
73.8827,2
73.9027,2
73.9227,7
73.9427,3
73.9627,2
73.9827,4
74.0027,4
74.0227,0
74.0427,1
74.0627,3
74.0827,0
74.1027,3
74.1227,2
74.1427,1
74.1627,1
74.1827,2
74.2027,8
74.2227,1
74.2427,2
74.2627,2
74.2827,1
74.3027,1
74.3227,2
74.3427,3
74.3627,3
74.3827,1
74.4027,2
74.4227,2
74.4427,4
74.4627,4
74.4827,0
74.5027,4
74.5227,3
74.5427,1
74.5627,2
74.5827,2
74.6027,3
74.6227,5
74.6427,0
74.6627,5
74.6827,2
74.7027,2
74.7227,4
74.7427,1
74.7627,2
74.7827,2
74.8027,4
74.8227,3
74.8427,3
74.8627,2
74.8827,2
74.9027,1
74.9227,2
74.9427,1
74.9627,3
74.9827,1
75.0027,4
75.0227,0
75.0427,1
75.0627,2
75.0827,3
75.1027,0
75.1227,0
75.1427,1
75.1627,2
75.1827,4
75.2027,1
75.2227,3
75.2427,3
75.2627,3
75.2827,0
75.3027,1
75.3227,1
75.3427,2
75.3627,1
75.3827,1
75.4027,1
75.4227,3
75.4427,0
75.4627,3
75.4827,1
75.5027,1
75.5227,2
75.5427,7
75.5627,3
75.5827,1
75.6027,2
75.6227,0
75.6427,1
75.6627,8
75.6827,4
75.7027,3
75.7227,3
75.7427,3
75.7627,4
75.7827,3
75.8027,1
75.8227,0
75.8427,1
75.8627,3
75.8827,4
75.9027,1
75.9227,2
75.9427,3
75.9627,4
75.9827,3
76.0027,2
76.0227,3
76.0427,3
76.0627,4
76.0827,2
76.1027,0
76.1227,2
76.1427,3
76.1627,8
76.1827,2
76.2027,3
76.2227,3
76.2427,0
76.2627,1
76.2827,2
76.3027,3
76.3227,0
76.3427,1
76.3627,0
76.3827,2
76.4027,1
76.4227,1
76.4427,1
76.4627,2
76.4827,2
76.5027,1
76.5227,5
76.5427,3
76.5627,1
76.5827,2
76.6027,2
76.6227,2
76.6427,4
76.6627,3
76.6827,3
76.7027,0
76.7227,0
76.7427,2
76.7627,1
76.7827,2
76.8027,5
76.8227,4
76.8427,5
76.8627,1
76.8827,2
76.9027,4
76.9227,1
76.9427,1
76.9627,0
76.9827,5
77.0027,3
77.0227,1
77.0427,4
77.0627,3
77.0827,1
77.1027,2
77.1227,1
77.1427,4
77.1627,5
77.1827,0
77.2027,2
77.2227,2
77.2427,0
77.2627,2
77.2827,3
77.3027,1
77.3227,3
77.3427,2
77.3627,2
77.3827,3
77.4027,3
77.4227,2
77.4427,1
77.4627,1
77.4827,1
77.5027,0
77.5227,3
77.5427,2
77.5627,2
77.5827,0
77.6027,0
77.6227,0
77.6427,0
77.6627,0
77.6827,3
77.7027,4
77.7227,3
77.7427,3
77.7627,3
77.7827,2
77.8027,0
77.8227,0
77.8427,3
77.8627,3
77.8827,1
77.9027,4
77.9227,6
77.9427,3
77.9627,2
77.9827,2
78.0027,1
78.0227,2
78.0427,1
78.0627,1
78.0827,0
78.1027,4
78.1227,4
78.1427,1
78.1627,2
78.1827,0
78.2027,1
78.2227,2
78.2427,1
78.2627,4
78.2827,2
78.3027,2
78.3227,2
78.3427,2
78.3627,0
78.3827,2
78.4027,0
78.4227,5
