-3.337363966142685, -8.392592592592594
-3.105199516324063, -8.044444444444444
-2.911729141475212, -8.074074074074076
-2.708585247883918, -8.162962962962965
-2.800483675937122, -8.525925925925927
-2.5973397823458284, -8.170370370370371
-2.515114873035067, -8.362962962962964
-2.447400241837969, -8.266666666666667
-2.408706166868199, -8.296296296296298
-2.3458282950423217, -8.362962962962964
-2.311970979443773, -8.133333333333333
-2.278113663845224, -7.977777777777779
-2.171704957678356, -8.066666666666666
-2.220072551390569, -8.244444444444445
-2.147521160822249, -7.770370370370371
-2.195888754534462, -7.65925925925926
-2.108827085852479, -7.607407407407408
-2.0459492140266025, -7.644444444444446
-2.055622732769045, -7.7481481481481485
-2.0846432889963724, -7.525925925925927
-1.9250302297460702, -7.600000000000001
-2.007255139056832, -7.496296296296297
-1.9879081015719473, -7.414814814814815
-1.9637243047158406, -7.296296296296298
-1.9347037484885132, -7.348148148148149
-1.866989117291415, -7.414814814814815
-1.8911729141475213, -7.2666666666666675
-1.765417170495768, -7.31851851851852
-1.6977025392986702, -7.25925925925926
-1.7170495767835554, -7.148148148148149
-1.7896009673518747, -7.1111111111111125
-1.7509068923821043, -7.022222222222223
-1.663845223700121, -7.02962962962963
-1.6348246674727935, -7.096296296296297
-1.5719467956469169, -6.955555555555557
-1.4752116082224909, -7.044444444444445
-1.4558645707376061, -6.9407407407407415
-1.3736396614268442, -6.903703703703704
-1.3349455864570743, -6.85925925925926
-1.2623941958887546, -6.822222222222223
-1.2333736396614272, -6.762962962962964
-1.209189842805321, -6.696296296296297
-1.1704957678355505, -6.740740740740741
-1.1463119709794443, -6.622222222222224
-1.0931076178960102, -6.5851851851851855
-1.0737605804111245, -6.451851851851853
-1.0012091898428057, -6.444444444444445
-0.977025392986699, -6.370370370370371
-1.0447400241837972, -6.503703703703705
-0.9480048367593716, -6.222222222222223
-0.9189842805320438, -6.192592592592593
-0.8996372430471591, -6.162962962962964
-0.8851269649334945, -6.1037037037037045
-0.8464328899637246, -5.903703703703705
-1.5139056831922617, -6.977777777777778
-1.4074969770253936, -6.9407407407407415
-1.8234582829504236, -7.31851851851852
