-3.995163240628779, -7.533333333333334
-3.5598548972188633, -7.459259259259261
-3.2503022974607014, -7.681481481481482
-3.139056831922612, -7.600000000000001
-2.9987908101571947, -7.281481481481482
-2.877871825876663, -7.570370370370371
-2.8149939540507862, -7.555555555555556
-2.761789600967352, -7.385185185185186
-2.6747279322853688, -7.474074074074075
-2.64087061668682, -7.711111111111112
-2.5779927448609437, -7.4296296296296305
-2.5441354292623943, -7.718518518518519
-2.495767835550182, -7.674074074074075
-2.495767835550182, -7.451851851851853
-2.447400241837969, -7.207407407407408
-2.384522370012092, -7.496296296296297
-2.3409915356711006, -7.481481481481483
-2.311970979443773, -7.214814814814815
-2.278113663845224, -7.4296296296296305
-2.234582829504232, -7.474074074074075
-2.2055622732769047, -6.977777777777778
-2.1813784764207984, -7.4370370370370384
-2.137847642079807, -7.125925925925927
-2.1185006045949217, -7.422222222222223
-2.089480048367594, -6.970370370370372
-2.055622732769045, -6.9333333333333345
-1.9782345828295043, -6.970370370370372
-1.9395405078597343, -6.866666666666667
-1.9056831922611854, -7.007407407407408
-1.8814993954050792, -6.925925925925927
-1.8621523579201935, -6.977777777777778
-1.8428053204353088, -6.851851851851853
-1.813784764207981, -6.762962962962964
-1.8089480048367599, -7.325925925925928
-1.7750906892382106, -6.651851851851853
-1.7460701330108828, -6.903703703703704
-1.726723095525998, -6.600000000000001
-1.6735187424425635, -6.562962962962964
-1.6444981862152361, -6.666666666666668
-1.6106408706166873, -6.325925925925927
-1.576783555018138, -6.71851851851852
-1.5719467956469169, -6.644444444444446
-1.5622732769044743, -7.066666666666667
-1.5574365175332527, -6.466666666666668
-1.5187424425634828, -6.540740740740741
-1.504232164449819, -6.377777777777778
-1.4703748488512698, -6.562962962962964
-1.4558645707376061, -6.348148148148149
-1.4510278113663846, -6.48888888888889
-1.3929866989117294, -6.518518518518519
-1.3639661426844016, -6.251851851851853
-1.354292623941959, -6.333333333333334
-1.3204353083434102, -6.385185185185186
-1.2962515114873039, -6.2740740740740755
-1.247883917775091, -6.244444444444445
-1.247883917775091, -6.170370370370371
-1.2430471584038698, -6.000000000000001
-1.1898428053204357, -5.918518518518519
-1.1850060459492142, -6.244444444444445
-1.165659008464329, -6.081481481481482
-1.1366384522370017, -6.007407407407408
-1.1221281741233375, -5.874074074074075
-1.0931076178960102, -6.066666666666668
-1.088270858524789, -5.9407407407407415
-1.0640870616686824, -5.65925925925926
-1.0399032648125761, -5.777777777777779
-1.0350665054413546, -5.718518518518519
-1.025392986698912, -6.007407407407408
-1.0012091898428057, -5.874074074074075
-0.9673518742442564, -5.7481481481481485
-0.9093107617896012, -5.466666666666668
-0.9093107617896012, -5.622222222222223
-0.8802902055622734, -5.65925925925926
-0.8464328899637246, -5.296296296296298
-0.836759371221282, -5.674074074074075
-0.8222490931076183, -5.496296296296297
-0.8222490931076183, -5.414814814814816
-0.8077388149939546, -5.370370370370371
